fsa,letter,numbers,lane,control,project,extra,sample.identifier,single.dilution,DNA.condition,identifiers.str,ratios.str,mix.dilution,template.nanograms,kit,Q,capillary,injection.seconds
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/A05_RD14-0003-44_45_46-1;2;2-M2e-0.155IP-Q2.9_001.20sec.fsa,A,05,RD14-0003-44_45_46-1;2;2-M2e,"",RD14-0003,44_45_46-1;2;2-M2e,,"","",44_45_46,1;2;2,M2e,0.155,IP,2.9,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/A06_RD14-0003-47_48_49-1;9;9-M2c-0.589IP-Q1.1_001.20sec.fsa,A,06,RD14-0003-47_48_49-1;9;9-M2c,"",RD14-0003,47_48_49-1;9;9-M2c,,"","",47_48_49,1;9;9,M2c,0.589,IP,1.1,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/A07_RD14-0003-47_48_49-1;9;9-M1e-0.589IP-Q2.2_001.20sec.fsa,A,07,RD14-0003-47_48_49-1;9;9-M1e,"",RD14-0003,47_48_49-1;9;9-M1e,,"","",47_48_49,1;9;9,M1e,0.589,IP,2.2,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/A08_NEG100115LEA-IP_001.20sec.fsa,A,08,NEG100115LEA,NEG100115LEA,"","",,"","","","","",,IP,"",001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/B01_RD14-0003-41_42_43-1;9;1-M2a-0.693IP-Q0.6_002.20sec.fsa,B,01,RD14-0003-41_42_43-1;9;1-M2a,"",RD14-0003,41_42_43-1;9;1-M2a,,"","",41_42_43,1;9;1,M2a,0.693,IP,0.6,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/B02_RD14-0003-41_42_43-1;9;1-M1d-0.693IP-Q1.0_002.20sec.fsa,B,02,RD14-0003-41_42_43-1;9;1-M1d,"",RD14-0003,41_42_43-1;9;1-M1d,,"","",41_42_43,1;9;1,M1d,0.693,IP,1.0,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/B03_Ladder-IP_002.20sec.fsa,B,03,Ladder,Ladder,"","",,"","","","","",,IP,"",002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/B04_RD14-0003-44_45_46-1;2;2-M3c-0.075IP-Q0.9_002.20sec.fsa,B,04,RD14-0003-44_45_46-1;2;2-M3c,"",RD14-0003,44_45_46-1;2;2-M3c,,"","",44_45_46,1;2;2,M3c,0.075,IP,0.9,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/B05_RD14-0003-44_45_46-1;2;2-M2e-0.075IP-Q2.9_002.20sec.fsa,B,05,RD14-0003-44_45_46-1;2;2-M2e,"",RD14-0003,44_45_46-1;2;2-M2e,,"","",44_45_46,1;2;2,M2e,0.075,IP,2.9,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/B06_RD14-0003-47_48_49-1;9;9-M2c-0.5IP-Q1.1_002.20sec.fsa,B,06,RD14-0003-47_48_49-1;9;9-M2c,"",RD14-0003,47_48_49-1;9;9-M2c,,"","",47_48_49,1;9;9,M2c,0.5,IP,1.1,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/B07_RD14-0003-47_48_49-1;9;9-M2e-0.5IP-Q1.5_002.20sec.fsa,B,07,RD14-0003-47_48_49-1;9;9-M2e,"",RD14-0003,47_48_49-1;9;9-M2e,,"","",47_48_49,1;9;9,M2e,0.5,IP,1.5,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/C01_RD14-0003-41_42_43-1;9;1-M2a-0.5IP-Q0.6_003.20sec.fsa,C,01,RD14-0003-41_42_43-1;9;1-M2a,"",RD14-0003,41_42_43-1;9;1-M2a,,"","",41_42_43,1;9;1,M2a,0.5,IP,0.6,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/C02_RD14-0003-41_42_43-1;9;1-M2d-0.5IP-Q1.2_003.20sec.fsa,C,02,RD14-0003-41_42_43-1;9;1-M2d,"",RD14-0003,41_42_43-1;9;1-M2d,,"","",41_42_43,1;9;1,M2d,0.5,IP,1.2,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/C03_RD14-0003-44_45_46-1;2;2-M2a-0.625IP-Q0.6_003.20sec.fsa,C,03,RD14-0003-44_45_46-1;2;2-M2a,"",RD14-0003,44_45_46-1;2;2-M2a,,"","",44_45_46,1;2;2,M2a,0.625,IP,0.6,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/C04_RD14-0003-44_45_46-1;2;2-M2d-0.625IP-Q1.8_003.20sec.fsa,C,04,RD14-0003-44_45_46-1;2;2-M2d,"",RD14-0003,44_45_46-1;2;2-M2d,,"","",44_45_46,1;2;2,M2d,0.625,IP,1.8,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/C05_Ladder-IP_003.20sec.fsa,C,05,Ladder,Ladder,"","",,"","","","","",,IP,"",003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/C06_RD14-0003-47_48_49-1;9;9-M2c-0.285IP-Q1.1_003.20sec.fsa,C,06,RD14-0003-47_48_49-1;9;9-M2c,"",RD14-0003,47_48_49-1;9;9-M2c,,"","",47_48_49,1;9;9,M2c,0.285,IP,1.1,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/C07_RD14-0003-47_48_49-1;9;9-M2e-0.285IP-Q1.5_003.20sec.fsa,C,07,RD14-0003-47_48_49-1;9;9-M2e,"",RD14-0003,47_48_49-1;9;9-M2e,,"","",47_48_49,1;9;9,M2e,0.285,IP,1.5,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/D01_RD14-0003-41_42_43-1;9;1-M2a-0.341IP-Q0.6_004.20sec.fsa,D,01,RD14-0003-41_42_43-1;9;1-M2a,"",RD14-0003,41_42_43-1;9;1-M2a,,"","",41_42_43,1;9;1,M2a,0.341,IP,0.6,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/D02_RD14-0003-41_42_43-1;9;1-M2d-0.341IP-Q1.2_004.20sec.fsa,D,02,RD14-0003-41_42_43-1;9;1-M2d,"",RD14-0003,41_42_43-1;9;1-M2d,,"","",41_42_43,1;9;1,M2d,0.341,IP,1.2,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/D03_RD14-0003-44_45_46-1;2;2-M2a-0.315IP-Q0.6_004.20sec.fsa,D,03,RD14-0003-44_45_46-1;2;2-M2a,"",RD14-0003,44_45_46-1;2;2-M2a,,"","",44_45_46,1;2;2,M2a,0.315,IP,0.6,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/D04_RD14-0003-44_45_46-1;2;2-M2d-0.315IP-Q1.8_004.20sec.fsa,D,04,RD14-0003-44_45_46-1;2;2-M2d,"",RD14-0003,44_45_46-1;2;2-M2d,,"","",44_45_46,1;2;2,M2d,0.315,IP,1.8,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/D05_RD14-0003-47_48_49-1;9;9-M2a-0.75IP-Q0.7_004.20sec.fsa,D,05,RD14-0003-47_48_49-1;9;9-M2a,"",RD14-0003,47_48_49-1;9;9-M2a,,"","",47_48_49,1;9;9,M2a,0.75,IP,0.7,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/D06_RD14-0003-47_48_49-1;9;9-M2d-0.75IP-Q1.4_004.20sec.fsa,D,06,RD14-0003-47_48_49-1;9;9-M2d,"",RD14-0003,47_48_49-1;9;9-M2d,,"","",47_48_49,1;9;9,M2d,0.75,IP,1.4,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/D07_Ladder-IP_004.20sec.fsa,D,07,Ladder,Ladder,"","",,"","","","","",,IP,"",004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/E01_RD14-0003-41_42_43-1;9;1-M2a-0.165IP-Q0.6_001.20sec.fsa,E,01,RD14-0003-41_42_43-1;9;1-M2a,"",RD14-0003,41_42_43-1;9;1-M2a,,"","",41_42_43,1;9;1,M2a,0.165,IP,0.6,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/E02_RD14-0003-41_42_43-1;9;1-M2d-0.165IP-Q1.2_001.20sec.fsa,E,02,RD14-0003-41_42_43-1;9;1-M2d,"",RD14-0003,41_42_43-1;9;1-M2d,,"","",41_42_43,1;9;1,M2d,0.165,IP,1.2,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/E03_RD14-0003-44_45_46-1;2;2-M3a-0.155IP-Q0.6_001.20sec.fsa,E,03,RD14-0003-44_45_46-1;2;2-M3a,"",RD14-0003,44_45_46-1;2;2-M3a,,"","",44_45_46,1;2;2,M3a,0.155,IP,0.6,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/E04_RD14-0003-44_45_46-1;2;2-M2d-0.155IP-Q1.8_001.20sec.fsa,E,04,RD14-0003-44_45_46-1;2;2-M2d,"",RD14-0003,44_45_46-1;2;2-M2d,,"","",44_45_46,1;2;2,M2d,0.155,IP,1.8,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/E05_RD14-0003-47_48_49-1;9;9-M2a-0.589IP-Q0.7_001.20sec.fsa,E,05,RD14-0003-47_48_49-1;9;9-M2a,"",RD14-0003,47_48_49-1;9;9-M2a,,"","",47_48_49,1;9;9,M2a,0.589,IP,0.7,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/E06_RD14-0003-47_48_49-1;9;9-M2d-0.589IP-Q1.4_001.20sec.fsa,E,06,RD14-0003-47_48_49-1;9;9-M2d,"",RD14-0003,47_48_49-1;9;9-M2d,,"","",47_48_49,1;9;9,M2d,0.589,IP,1.4,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/E07_RB091915LEA-IP_001.20sec.fsa,E,07,RB091915LEA,RB091915LEA,"","",,"","","","","",,IP,"",001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/F01_RD14-0003-41_42_43-1;9;1-M2c-0.693IP-Q1.1_002.20sec.fsa,F,01,RD14-0003-41_42_43-1;9;1-M2c,"",RD14-0003,41_42_43-1;9;1-M2c,,"","",41_42_43,1;9;1,M2c,0.693,IP,1.1,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/F02_RD14-0003-41_42_43-1;9;1-M1e-0.693IP-Q1.4_002.20sec.fsa,F,02,RD14-0003-41_42_43-1;9;1-M1e,"",RD14-0003,41_42_43-1;9;1-M1e,,"","",41_42_43,1;9;1,M1e,0.693,IP,1.4,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/F03_RD14-0003-44_45_46-1;2;2-M3a-0.075IP-Q0.6_002.20sec.fsa,F,03,RD14-0003-44_45_46-1;2;2-M3a,"",RD14-0003,44_45_46-1;2;2-M3a,,"","",44_45_46,1;2;2,M3a,0.075,IP,0.6,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/F04_RD14-0003-44_45_46-1;2;2-M2d-0.075IP-Q1.8_002.20sec.fsa,F,04,RD14-0003-44_45_46-1;2;2-M2d,"",RD14-0003,44_45_46-1;2;2-M2d,,"","",44_45_46,1;2;2,M2d,0.075,IP,1.8,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/F05_RD14-0003-47_48_49-1;9;9-M2a-0.5IP-Q0.7_002.20sec.fsa,F,05,RD14-0003-47_48_49-1;9;9-M2a,"",RD14-0003,47_48_49-1;9;9-M2a,,"","",47_48_49,1;9;9,M2a,0.5,IP,0.7,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/F06_RD14-0003-47_48_49-1;9;9-M2d-0.5IP-Q1.4_002.20sec.fsa,F,06,RD14-0003-47_48_49-1;9;9-M2d,"",RD14-0003,47_48_49-1;9;9-M2d,,"","",47_48_49,1;9;9,M2d,0.5,IP,1.4,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/F07_RB092515LEA-IP_002.20sec.fsa,F,07,RB092515LEA,RB092515LEA,"","",,"","","","","",,IP,"",002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/G01_RD14-0003-41_42_43-1;9;1-M2c-0.5IP-Q1.1_003.20sec.fsa,G,01,RD14-0003-41_42_43-1;9;1-M2c,"",RD14-0003,41_42_43-1;9;1-M2c,,"","",41_42_43,1;9;1,M2c,0.5,IP,1.1,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/G02_RD14-0003-41_42_43-1;9;1-M2e-0.52IP-Q1.7_003.20sec.fsa,G,02,RD14-0003-41_42_43-1;9;1-M2e,"",RD14-0003,41_42_43-1;9;1-M2e,,"","",41_42_43,1;9;1,M2e,0.52,IP,1.7,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/G03_RD14-0003-44_45_46-1;2;2-M2c-0.625IP-Q0.8_003.20sec.fsa,G,03,RD14-0003-44_45_46-1;2;2-M2c,"",RD14-0003,44_45_46-1;2;2-M2c,,"","",44_45_46,1;2;2,M2c,0.625,IP,0.8,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/G04_RD14-0003-44_45_46-1;2;2-M1e-0.625IP-Q2.0_003.20sec.fsa,G,04,RD14-0003-44_45_46-1;2;2-M1e,"",RD14-0003,44_45_46-1;2;2-M1e,,"","",44_45_46,1;2;2,M1e,0.625,IP,2.0,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/G05_RD14-0003-47_48_49-1;9;9-M2a-0.285IP-Q0.7_003.20sec.fsa,G,05,RD14-0003-47_48_49-1;9;9-M2a,"",RD14-0003,47_48_49-1;9;9-M2a,,"","",47_48_49,1;9;9,M2a,0.285,IP,0.7,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/G06_RD14-0003-47_48_49-1;9;9-M2d-0.285IP-Q1.4_003.20sec.fsa,G,06,RD14-0003-47_48_49-1;9;9-M2d,"",RD14-0003,47_48_49-1;9;9-M2d,,"","",47_48_49,1;9;9,M2d,0.285,IP,1.4,003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/G07_RB1092515LEA-IP_003.20sec.fsa,G,07,RB1092515LEA,RB1092515LEA,"","",,"","","","","",,IP,"",003,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/H01_RD14-0003-41_42_43-1;9;1-M2c-0.341IP-Q1.1_004.20sec.fsa,H,01,RD14-0003-41_42_43-1;9;1-M2c,"",RD14-0003,41_42_43-1;9;1-M2c,,"","",41_42_43,1;9;1,M2c,0.341,IP,1.1,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/H02_RD14-0003-41_42_43-1;9;1-M2e-0.341IP-Q1.7_004.20sec.fsa,H,02,RD14-0003-41_42_43-1;9;1-M2e,"",RD14-0003,41_42_43-1;9;1-M2e,,"","",41_42_43,1;9;1,M2e,0.341,IP,1.7,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/H03_RD14-0003-44_45_46-1;2;2-M2c-0.315IP-Q0.8_004.20sec.fsa,H,03,RD14-0003-44_45_46-1;2;2-M2c,"",RD14-0003,44_45_46-1;2;2-M2c,,"","",44_45_46,1;2;2,M2c,0.315,IP,0.8,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/H04_RD14-0003-44_45_46-1;2;2-M2e-0.305IP-Q2.9_004.20sec.fsa,H,04,RD14-0003-44_45_46-1;2;2-M2e,"",RD14-0003,44_45_46-1;2;2-M2e,,"","",44_45_46,1;2;2,M2e,0.305,IP,2.9,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/H05_RD14-0003-47_48_49-1;9;9-M2c-0.75IP-Q1.1_004.20sec.fsa,H,05,RD14-0003-47_48_49-1;9;9-M2c,"",RD14-0003,47_48_49-1;9;9-M2c,,"","",47_48_49,1;9;9,M2c,0.75,IP,1.1,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/H06_RD14-0003-47_48_49-1;9;9-M1e-0.75IP-Q2.2_004.20sec.fsa,H,06,RD14-0003-47_48_49-1;9;9-M1e,"",RD14-0003,47_48_49-1;9;9-M1e,,"","",47_48_49,1;9;9,M1e,0.75,IP,2.2,004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(041916LEA_20sec)/H07_POS100115LEA-IP_004.20sec.fsa,H,07,POS100115LEA,POS100115LEA,"","",,"","","","","",,IP,"",004,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/A01_Ladder-IP_001.20sec.fsa,A,01,Ladder,Ladder,"","",,"","","","","",,IP,"",001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/A03_RD14-0003-43_44_45_46_47-1;1;2;1;1-M3e-0.09IP-Q2.0_001.20sec.fsa,A,03,RD14-0003-43_44_45_46_47-1;1;2;1;1-M3e,"",RD14-0003,43_44_45_46_47-1;1;2;1;1-M3e,,"","",43_44_45_46_47,1;1;2;1;1,M3e,0.09,IP,2.0,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/A04_RD14-0003-48_49_50_29_30-1;1;2;4;1-M2c-0.279IP-Q1.4_001.20sec.fsa,A,04,RD14-0003-48_49_50_29_30-1;1;2;4;1-M2c,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M2c,,"","",48_49_50_29_30,1;1;2;4;1,M2c,0.279,IP,1.4,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/A05_RD14-0003-48_49_50_29_30-1;1;2;4;1-M2e-0.279IP-Q3.6_001.20sec.fsa,A,05,RD14-0003-48_49_50_29_30-1;1;2;4;1-M2e,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M2e,,"","",48_49_50_29_30,1;1;2;4;1,M2e,0.279,IP,3.6,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/A06_RD14-0003-31_32_33_34_35-1;1;2;9;1-M3a-0.21IP-Q0.9_001.20sec.fsa,A,06,RD14-0003-31_32_33_34_35-1;1;2;9;1-M3a,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M3a,,"","",31_32_33_34_35,1;1;2;9;1,M3a,0.21,IP,0.9,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/A07_RD14-0003-31_32_33_34_35-1;1;2;9;1-M3d-0.21IP-Q1.8_001.20sec.fsa,A,07,RD14-0003-31_32_33_34_35-1;1;2;9;1-M3d,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M3d,,"","",31_32_33_34_35,1;1;2;9;1,M3d,0.21,IP,1.8,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/A08_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2a-0.5IP-Q0.7_001.20sec.fsa,A,08,RD14-0003-36_37_38_39_40-1;9;9;9;1-M2a,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M2a,,"","",36_37_38_39_40,1;9;9;9;1,M2a,0.5,IP,0.7,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/A09_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2d-0.5IP-Q1.6_001.20sec.fsa,A,09,RD14-0003-36_37_38_39_40-1;9;9;9;1-M2d,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M2d,,"","",36_37_38_39_40,1;9;9;9;1,M2d,0.5,IP,1.6,001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/A10_RB011316LEA-IP_001.20sec.fsa,A,10,RB011316LEA,RB011316LEA,"","",,"","","","","",,IP,"",001,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/B01_RD14-0003-43_44_45_46_47-1;1;2;1;1-M2a-0.75IP-Q0.8_002.20sec.fsa,B,01,RD14-0003-43_44_45_46_47-1;1;2;1;1-M2a,"",RD14-0003,43_44_45_46_47-1;1;2;1;1-M2a,,"","",43_44_45_46_47,1;1;2;1;1,M2a,0.75,IP,0.8,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/B02_RD14-0003-43_44_45_46_47-1;1;2;1;1-M2d-0.75IP-Q1.4_002.20sec.fsa,B,02,RD14-0003-43_44_45_46_47-1;1;2;1;1-M2d,"",RD14-0003,43_44_45_46_47-1;1;2;1;1-M2d,,"","",43_44_45_46_47,1;1;2;1;1,M2d,0.75,IP,1.4,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/B03_Ladder-IP_002.20sec.fsa,B,03,Ladder,Ladder,"","",,"","","","","",,IP,"",002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/B04_RD14-0003-48_49_50_29_30-1;1;2;4;1-M4c-0.135IP-Q2.4_002.20sec.fsa,B,04,RD14-0003-48_49_50_29_30-1;1;2;4;1-M4c,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M4c,,"","",48_49_50_29_30,1;1;2;4;1,M4c,0.135,IP,2.4,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/B05_RD14-0003-48_49_50_29_30-1;1;2;4;1-M2e-0.135IP-Q3.6_002.20sec.fsa,B,05,RD14-0003-48_49_50_29_30-1;1;2;4;1-M2e,"",RD14-0003,48_49_50_29_30-1;1;2;4;1-M2e,,"","",48_49_50_29_30,1;1;2;4;1,M2e,0.135,IP,3.6,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/B06_RD14-0003-31_32_33_34_35-1;1;2;9;1-M2c-0.75IP-Q0.9_002.20sec.fsa,B,06,RD14-0003-31_32_33_34_35-1;1;2;9;1-M2c,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M2c,,"","",31_32_33_34_35,1;1;2;9;1,M2c,0.75,IP,0.9,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/B07_RD14-0003-31_32_33_34_35-1;1;2;9;1-M2e-0.75IP-Q2.2_002.20sec.fsa,B,07,RD14-0003-31_32_33_34_35-1;1;2;9;1-M2e,"",RD14-0003,31_32_33_34_35-1;1;2;9;1-M2e,,"","",31_32_33_34_35,1;1;2;9;1,M2e,0.75,IP,2.2,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/B08_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2a-0.435IP-Q0.7_002.20sec.fsa,B,08,RD14-0003-36_37_38_39_40-1;9;9;9;1-M2a,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M2a,,"","",36_37_38_39_40,1;9;9;9;1,M2a,0.435,IP,0.7,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/B09_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2d-0.435IP-Q1.6_002.20sec.fsa,B,09,RD14-0003-36_37_38_39_40-1;9;9;9;1-M2d,"",RD14-0003,36_37_38_39_40-1;9;9;9;1-M2d,,"","",36_37_38_39_40,1;9;9;9;1,M2d,0.435,IP,1.6,002,20
data/PROVEDIt_2-5-Person Profiles_3130 20sec_IDPlus28cycles/20 sec/RD14-0003(042316LEA_20sec)/B10_RB011516LEA-IP_002.20sec.fsa,B,10,RB011516LEA,RB011516LEA,"","",,"","","","","",,IP,"",002,20
